Errors for Brill Tagger 'rules.yaml'

             left context |    word/test->gold     | right context
lators/NNS ,/, *-1/-NONE- |  anticipating/NN->VBG  | that/IN Connecticut/NNP w
1/-NONE- anticipating/VBG |      that/WDT->IN      | Connecticut/NNP will/MD a
 anticipating/VBG that/IN |  Connecticut/NN->NNP   | will/MD approve/VB a/DT l
N Connecticut/NNP will/MD |     approve/NN->VB     | a/DT law/NN permitting/VB
MD approve/VB a/DT law/NN |   permitting/NN->VBG   | such/JJ interstate/JJ ban
NN permitting/VBG such/JJ |   interstate/NN->JJ    | banking/NN soon/RB ,/, im
JJ banking/NN soon/RB ,/, |   immediately/NN->RB   | bid/VBD up/RP shares/NNS 
oon/RB ,/, immediately/RB |      bid/NN->VBD       | up/RP shares/NNS of/IN Co
BD up/RP shares/NNS of/IN |  Connecticut/NN->NNP   | banks/NNS on/IN the/DT ne
he/DT stocks/NNS that/WDT |   *T*-117/NN->-NONE-   | have/VBP been/VBN under/I
er/IN water/NN finally/RB |      saw/NN->VBD       | a/DT reason/NN 0/-NONE- *
N 0/-NONE- */-NONE- to/TO |     uptick/NN->VB      | *T*-1/-NONE- ,/, ''/'' sa
D *T*-2/-NONE- George/NNP |    Jennison/NN->NNP    | ,/, head/JJ trader/NN of/
orge/NNP Jennison/NNP ,/, |      head/NN->JJ       | trader/NN of/IN banking/N
man/NNP Hutton/NNP 's/POS |      OTC/NN->NNP       | department/NN ./.
                   The/DT |    biggest/NN->JJS     | beneficiary/NN was/VBD No
/NN was/VBD Northeast/NNP |    Bancorp/NN->NNP     | ,/, which/WDT *T*-118/-NO
Bancorp/NNP ,/, which/WDT |   *T*-118/NN->-NONE-   | surged/VBD 7/CD 3\/4/CD t
 which/WDT *T*-118/-NONE- |    surged/VBN->VBD     | 7/CD 3\/4/CD to/TO 69/CD 
18/-NONE- surged/VBD 7/CD |      3\/4/NN->CD       | to/TO 69/CD ./.
NP ,/, concern/NN has/VBZ |    agreed/VBD->VBN     | to/TO a/DT buy-out/NN by/
VBZ agreed/VBN to/TO a/DT |     buy-out/JJ->NN     | by/IN Bank/NNP of/IN New/
nsaction/NN with/IN an/DT |   indicated/VBD->VBN   | value/NN of/IN about/IN $
E- a/DT share/NN that/WDT |   *T*-119/NN->-NONE-   | expires/VBZ next/JJ Augus
N that/WDT *T*-119/-NONE- |    expires/NN->VBZ     | next/JJ August/NNP ./.
                          |       Ed/NN->NNP       | Macheski/NNP ,/, a/DT Wil
                   Ed/NNP |    Macheski/NN->NNP    | ,/, a/DT Wilton/NNP ,/, C
NNP Macheski/NNP ,/, a/DT |     Wilton/NN->NNP     | ,/, Conn./NNP ,/, money/N
oney/NN manager/NN who/WP |   *T*-120/NN->-NONE-   | follows/VBZ bank/NN stock
e/DT deal/NN ``/`` the/DT |      green/NN->JJ      | light/NN ./. ''/''
                  Mr./NNP |    Jennison/NN->NNP    | said/VBD 0/-NONE- Northea
BD 0/-NONE- Northeast/NNP |    Bancorp/NN->NNP     | also/RB fared/VBD well/RB
t/NNP Bancorp/NNP also/RB |     fared/NN->VBD      | well/RB because/IN takeov
er/NN stocks/NNS have/VBP |    returned/NN->VBN    | to/TO favor/VB among/IN i
ve/VBP returned/VBN to/TO |      favor/NN->VB      | among/IN investors/NNS ./
               Another/DT |      OTC/NN->NNP       | bank/NN stock/NN involved
 OTC/NNP bank/NN stock/NN |    involved/NN->VBN    | */-NONE- in/IN a/DT buy-o
d/VBN */-NONE- in/IN a/DT |     buy-out/JJ->NN     | deal/NN ,/, First/NNP Con
/NN deal/NN ,/, First/NNP |  Constitution/NN->NNP  | Financial/NNP ,/, was/VBD
          It/PRP rose/VBD |      7\/8/NN->CD       | to/TO 18/CD 1\/4/CD ./.
e/VBD 7\/8/CD to/TO 18/CD |      1\/4/NN->CD       | ./.
                          |     First/JJ->NNP      | Constitution/NNP has/VBZ 
                First/NNP |  Constitution/NN->NNP  | has/VBZ signed/VBN a/DT m
 Constitution/NNP has/VBZ |     signed/NN->VBN     | a/DT merger/NN agreement/
NN *ICH*-1/-NONE- with/IN |      WFRR/NN->NNP      | L.P./NNP and/CC GHKM/NNP 
1/-NONE- with/IN WFRR/NNP |      L.P./NN->NNP      | and/CC GHKM/NNP Corp./NNP
 WFRR/NNP L.P./NNP and/CC |      GHKM/NN->NNP      | Corp./NNP ,/, under/IN wh
NP Corp./NNP ,/, under/IN |     which/IN->WDT      | all/DT of/IN its/PRP$ com
 shares/NNS will/MD be/VB |   acquired/VBD->VBN    | *-3/-NONE- for/IN $/$ 25/
        Among/IN other/JJ |  Connecticut/NN->NNP   | banks/NNS whose/WP$ share
/NNS whose/WP$ shares/NNS |   *T*-121/NN->-NONE-   | trade/VBP in/IN the/DT OT
shares/NNS *T*-121/-NONE- |     trade/NN->VBP      | in/IN the/DT OTC/NNP mark
E- trade/VBP in/IN the/DT |      OTC/NN->NNP       | market/NN ,/, Society/NNP
NN ,/, Society/NNP for/IN |    Savings/NN->NNPS    | Bancorp/NNP ,/, based/VBN
y/NNP for/IN Savings/NNPS |    Bancorp/NN->NNP     | ,/, based/VBN */-NONE- in
E- in/IN Hartford/NNP ,/, |      saw/NN->VBD       | its/PRP$ stock/NN rise/VB
RP$ stock/NN rise/VB 1/CD |      3\/4/NN->CD       | to/TO 18/CD 1\/4/CD ./.
 1/CD 3\/4/CD to/TO 18/CD |      1\/4/NN->CD       | ./.
                          |   Centerbank/NN->NNP   | added/VBD 5\/8/CD to/TO 8
 Centerbank/NNP added/VBD |      5\/8/NN->CD       | to/TO 8/CD 3\/4/CD ;/: sh
ed/VBD 5\/8/CD to/TO 8/CD |      3\/4/NN->CD       | ;/: shares/NNS of/IN NESB
4/CD ;/: shares/NNS of/IN |      NESB/NN->NNP      | ,/, a/DT New/NNP London-b
NESB/NNP ,/, a/DT New/NNP |  London-based/NN->JJ   | bank/NN holding/VBG compa
G company/NN ,/, rose/VBD |      5\/8/NN->CD       | to/TO 5/CD 7\/8/CD ./.
se/VBD 5\/8/CD to/TO 5/CD |      7\/8/NN->CD       | ./.
banking/NN issues/NNS ,/, |    Pennview/NN->NNP    | Savings/NNPS Association/
sues/NNS ,/, Pennview/NNP |    Savings/NN->NNPS    | Association/NNP leapt/VBD
ings/NNPS Association/NNP |     leapt/NN->VBD      | more/JJR than/IN 44/CD %/
Association/NNP leapt/VBD |     more/RBR->JJR      | than/IN 44/CD %/NN with/I
N a/DT gain/NN of/IN 6/CD |      5\/8/NN->CD       | to/TO 21/CD 5\/8/CD ./.
 6/CD 5\/8/CD to/TO 21/CD |      5\/8/NN->CD       | ./.
                   The/DT |  Pennsylvania/NN->NNP  | bank/NN agreed/VBD *-1/-N
BD *-1/-NONE- to/TO be/VB |   acquired/VBD->VBN    | *-2/-NONE- in/IN a/DT mer
IN a/DT merger/NN with/IN |    Univest/NN->NNP     | Corp./NNP of/IN Pennsylva
ivest/NNP Corp./NNP of/IN |  Pennsylvania/NN->NNP  | for/IN $/$ 25.50/CD *U*/-
   Valley/NNP Federal/NNP |    Savings/NN->NNPS    | &/CC Loan/NNP ,/, a/DT Ca
ral/NNP Savings/NNPS &/CC |      Loan/NN->NNP      | ,/, a/DT California/NNP t
PS &/CC Loan/NNP ,/, a/DT |   California/NN->NNP   | thrift/NN issue/NN ,/, ga
NP thrift/NN issue/NN ,/, |     gained/NN->VBD     | 1/CD to/TO 4/CD 1\/4/CD a
ained/VBD 1/CD to/TO 4/CD |      1\/4/NN->CD       | after/IN *-1/-NONE- repor
-NONE- reporting/VBG a/DT |  third-quarter/NN->JJ  | loss/NN of/IN $/$ 70.7/CD
/CD million/CD *U*/-NONE- |     pretax/NN->JJ      | charge/NN mostly/RB relat
NONE- pretax/JJ charge/NN |     mostly/NN->RB      | related/JJ to/TO its/PRP$
ax/JJ charge/NN mostly/RB |    related/VBN->JJ     | to/TO its/PRP$ mobile/JJ 
related/JJ to/TO its/PRP$ |     mobile/NN->JJ      | home/NN financing/VBG uni
ts/PRP$ mobile/JJ home/NN |   financing/NN->VBG    | unit/NN ./.
                          |      Dan/NN->NNP       | E./NNP Nelms/NNP ,/, Vall
           Dan/NNP E./NNP |     Nelms/NN->NNP      | ,/, Valley/NNP Federal/NN
s/POS president/NN and/CC |      chief/NN->JJ      | executive/NN officer/NN ,
 said/VBD 0/-NONE- the/DT |    one-time/NN->JJ     | charge/NN substantially/R
/DT one-time/JJ charge/NN |  substantially/NN->RB  | eliminates/VBZ future/JJ 
harge/NN substantially/RB |   eliminates/NN->VBZ   | future/JJ losses/NNS asso
ntially/RB eliminates/VBZ |     future/NN->JJ      | losses/NNS associated/VBN
 eliminates/VBZ future/JJ |     losses/NN->NNS     | associated/VBN */-NONE- w
/VBZ future/JJ losses/NNS |   associated/NN->VBN   | */-NONE- with/IN the/DT u
s/POS core/NN business/NN |    remains/NN->VBZ     | strong/JJ ./.
, and/CC *-1/-NONE- ``/`` |    assuming/NN->VBG    | no/DT dramatic/JJ fluctua
 ``/`` assuming/VBG no/DT |    dramatic/NN->JJ     | fluctuation/NN in/IN inte
ects/VBZ *-1/-NONE- to/TO |     achieve/NN->VB     | near-record/JJ earnings/N
1/-NONE- to/TO achieve/VB |   near-record/NN->JJ   | earnings/NNS in/IN 1990/C
                          |   Weisfield/NN->NNP    | 's/POS surged/VBD 6/CD 3\
     Weisfield/NNP 's/POS |    surged/VBN->VBD     | 6/CD 3\/4/CD to/TO 55/CD 
NP 's/POS surged/VBD 6/CD |      3\/4/NN->CD       | to/TO 55/CD 1\/2/CD and/C
o/TO 55/CD 1\/2/CD and/CC |    Ratners/NN->NNP     | Group/NNP 's/POS American
up/NNP 's/POS American/JJ |   depositary/JJ->NN    | receipts/NNS ,/, or/CC AD
NN receipts/NNS ,/, or/CC |     ADRs/NNPS->NNS     | ,/, gained/VBD 5\/8/CD to
NS ,/, or/CC ADRs/NNS ,/, |     gained/NN->VBD     | 5\/8/CD to/TO 12/CD 1\/4/
C ADRs/NNS ,/, gained/VBD |      5\/8/NN->CD       | to/TO 12/CD 1\/4/CD ./.
d/VBD 5\/8/CD to/TO 12/CD |      1\/4/NN->CD       | ./.
 entered/VBD into/IN a/DT |   definitive/NN->JJ    | merger/NN agreement/NN un
ent/NN under/IN which/WDT |    Ratners/NN->NNP     | will/MD begin/VB a/DT ten
er/NN for/IN all/DT of/IN |   Weisfield/NN->NNP    | 's/POS common/JJ shares/N
                          |      Also/NN->RB       | on/IN the/DT takeover/NN 
 takeover/NN front/NN ,/, |     Jaguar/NN->NNP     | 's/POS ADRs/NNPS rose/VBD
's/POS ADRs/NNPS rose/VBD |      1\/4/NN->CD       | to/TO 13/CD 7\/8/CD on/IN
e/VBD 1\/4/CD to/TO 13/CD |      7\/8/NN->CD       | on/IN turnover/NN of/IN 4
                          |      Since/NN->IN      | the/DT British/JJ auto/NN
/JJ month/NN ,/, its/PRP$ |     ADRs/NNPS->NNS     | have/VBP jumped/VBN about
     After/IN troubled/JJ |    Heritage/NN->NNP    | Media/NNP proposed/VBD *-
 troubled/JJ Heritage/NNP |     Media/NN->NNP      | proposed/VBD *-1/-NONE- a
JJ Heritage/NNP Media/NNP |   proposed/VBN->VBD    | *-1/-NONE- acquiring/VBG 
P proposed/VBD *-1/-NONE- |   acquiring/NN->VBG    | POP/NNP Radio/NNP in/IN a
 *-1/-NONE- acquiring/VBG |      POP/NN->NNP       | Radio/NNP in/IN a/DT stoc
NE- acquiring/VBG POP/NNP |     Radio/NN->NNP      | in/IN a/DT stock/NN swap/
a/DT stock/NN swap/NN ,/, |      POP/NN->NNP       | Radio/NNP 's/POS shares/N
ck/NN swap/NN ,/, POP/NNP |     Radio/NN->NNP      | 's/POS shares/NNS tumbled
dio/NNP 's/POS shares/NNS |    tumbled/NN->VBD     | 4/CD to/TO 14/CD 3\/4/CD 
bled/VBD 4/CD to/TO 14/CD |      3\/4/NN->CD       | ./.
                          |    Heritage/NN->NNP    | Media/NNP ,/, which/WDT a
             Heritage/NNP |     Media/NN->NNP      | ,/, which/WDT already/RB 
about/IN 51/CD %/NN of/IN |      POP/NN->NNP       | Radio/NNP ,/, proposed/VB
 51/CD %/NN of/IN POP/NNP |     Radio/NN->NNP      | ,/, proposed/VBD *-2/-NON
/IN POP/NNP Radio/NNP ,/, |   proposed/VBN->VBD    | *-2/-NONE- paying/VBG POP
VBD *-2/-NONE- paying/VBG |      POP/NN->NNP       | Radio/NNP shareholders/NN
-NONE- paying/VBG POP/NNP |     Radio/NN->NNP      | shareholders/NNS with/IN 
/DT new/JJ class/NN of/IN |    Heritage/NN->NNP    | Media/NNP preferred/JJ st
ass/NN of/IN Heritage/NNP |     Media/NN->NNP      | preferred/JJ stock/NN tha
IN Heritage/NNP Media/NNP |   preferred/VBN->JJ    | stock/NN that/WDT *T*-122
rred/JJ stock/NN that/WDT |   *T*-122/NN->-NONE-   | would/MD be/VB convertibl
 four/CD shares/NNS of/IN |    Heritage/NN->NNP    | Media/NNP 's/POS common/N
es/NNS of/IN Heritage/NNP |     Media/NN->NNP      | 's/POS common/NN ./.
tage/NNP Media/NNP 's/POS |     common/JJ->NN      | ./.
                          |     Rally/NN->NNP      | 's/POS lost/VBN 1/CD 3\/4
         Rally/NNP 's/POS |      lost/NN->VBN      | 1/CD 3\/4/CD to/TO 21/CD 
/NNP 's/POS lost/VBN 1/CD |      3\/4/NN->CD       | to/TO 21/CD 3\/4/CD ./.
 1/CD 3\/4/CD to/TO 21/CD |      3\/4/NN->CD       | ./.
D 0/-NONE- it/PRP has/VBZ |    redeemed/NN->VBN    | its/PRP$ rights/NNS issue
areholder/NN group/NN ,/, |     Giant/NN->NNP      | Group/NNP Ltd./NNP ,/, ``
 effort/NN */-NONE- to/TO |     resolve/NN->VB     | certain/JJ disputes/NNS w
                          |     Giant/NN->NNP      | Group/NNP is/VBZ led/VBN 
iant/NNP Group/NNP is/VBZ |      led/VBD->VBN      | *-1/-NONE- by/IN three/CD
*-1/-NONE- by/IN three/CD |     Rally/NN->NNP      | 's/POS directors/NNS ,/, 
 's/POS directors/NNS ,/, |      Burt/NN->NNP      | Sugarman/NNP ,/, James/NN
irectors/NNS ,/, Burt/NNP |    Sugarman/NN->NNP    | ,/, James/NNP M./NNP Trot
/NNP ,/, James/NNP M./NNP |    Trotter/NN->NNP     | III/NNP and/CC William/NN
and/CC William/NNP E./NNP |    Trotter/NN->NNP     | II/NNP ,/, who/WP earlier
ter/NNP II/NNP ,/, who/WP |    earlier/JJR->RB     | this/DT month/NN *T*-2/-N
had/VBD a/DT 42.5/CD %/NN |      stake/VB->NN      | in/IN Rally/NNP 's/POS an
.5/CD %/NN stake/NN in/IN |     Rally/NN->NNP      | 's/POS and/CC planned/VBD
N Rally/NNP 's/POS and/CC |    planned/VBN->VBD    | *-3/-NONE- to/TO seek/VB 
/NN of/IN seats/NNS on/IN |     Rally/NN->NNP      | 's/POS nine-member/JJ boa
NS on/IN Rally/NNP 's/POS |   nine-member/NN->JJ   | board/NN ./.
                          |      SCI/NN->NNP       | Systems/NNP slipped/VBD 7
                  SCI/NNP |    Systems/NN->NNP     | slipped/VBD 7\/8/CD to/TO
      SCI/NNP Systems/NNP |    slipped/NN->VBD     | 7\/8/CD to/TO 10/CD on/IN
P Systems/NNP slipped/VBD |      7\/8/NN->CD       | to/TO 10/CD on/IN volume/
                   The/DT |   Huntsville/NN->NNP   | ,/, Ala./NNP ,/, electron
The/DT Huntsville/NNP ,/, |      Ala./NN->NNP      | ,/, electronic/JJ product
ects/VBZ *-1/-NONE- to/TO |      post/NN->VB       | a/DT ``/`` significant/JJ
' loss/NN for/IN its/PRP$ |     fiscal/NN->JJ      | first/JJ quarter/NN ended
for/IN its/PRP$ fiscal/JJ |      first/RB->JJ      | quarter/NN ended/VBN Sept
al/JJ first/JJ quarter/NN |     ended/VBD->VBN     | Sept./NNP 30/CD ./.
t/JJ quarter/NN ended/VBN |     Sept./NN->NNP      | 30/CD ./.
             In/IN the/DT |  year-earlier/NN->JJ   | period/NN ,/, SCI/NNP had
-earlier/JJ period/NN ,/, |      SCI/NN->NNP       | had/VBD net/JJ income/NN 
od/NN ,/, SCI/NNP had/VBD |       net/NN->JJ       | income/NN of/IN $/$ 4.8/C
                   The/DT |    Internal/NN->NNP    | Revenue/NNP Service/NNP h
      The/DT Internal/NNP |    Revenue/NN->NNP     | Service/NNP has/VBZ threa
e/NNP Service/NNP has/VBZ |   threatened/NN->VBN   | criminal/JJ sanctions/NNS
NP has/VBZ threatened/VBN |    criminal/NN->JJ     | sanctions/NNS against/IN 
 sanctions/NNS against/IN |    lawyers/NN->NNS     | who/WP *T*-123/-NONE- fai
nst/IN lawyers/NNS who/WP |   *T*-123/NN->-NONE-   | fail/VBP *-1/-NONE- to/TO
NNS who/WP *T*-123/-NONE- |      fail/VB->VBP      | *-1/-NONE- to/TO report/V
-1/-NONE- to/TO report/VB |    detailed/NN->JJ     | information/NN about/IN c
out/IN clients/NNS who/WP |   *T*-124/NN->-NONE-   | pay/VBP them/PRP more/JJR
NNS who/WP *T*-124/-NONE- |      pay/VB->VBP       | them/PRP more/JJR than/IN
4/-NONE- pay/VBP them/PRP |     more/RBR->JJR      | than/IN $/$ 10,000/CD *U*
                   The/DT |    warnings/NN->NNS    | ,/, issued/VBN */-NONE- t
CD criminal/NN defense/NN |   attorneys/NN->NNS    | in/IN several/JJ major/JJ
in/IN several/JJ major/JJ |     cities/NN->NNS     | in/IN the/DT last/JJ week
t/JJ week/NN ,/, have/VBP |      led/VBD->VBN      | to/TO an/DT outcry/NN by/
 members/NNS of/IN the/DT |    organized/NN->JJ    | bar/NN ,/, who/WP *T*-125
ized/JJ bar/NN ,/, who/WP |   *T*-125/NN->-NONE-   | claim/VBP 0/-NONE- the/DT
,/, who/WP *T*-125/-NONE- |     claim/NN->VBP      | 0/-NONE- the/DT informati
/DT information/NN is/VBZ |   protected/NN->VBN    | *-1/-NONE- by/IN attorney
cted/VBN *-1/-NONE- by/IN | attorney-client/NN->JJ | privilege/NN ./.
                   The/DT |      IRS/NN->NNP       | warnings/NNS stem/VBP fro
           The/DT IRS/NNP |    warnings/NN->NNS    | stem/VBP from/IN a/DT 198
e/DT IRS/NNP warnings/NNS |      stem/NN->VBP      | from/IN a/DT 1984/CD law/
ires/VBZ anyone/NN who/WP |   *T*-126/NN->-NONE-   | receives/VBZ more/JJR tha
/NN who/WP *T*-126/-NONE- |    receives/NN->VBZ    | more/JJR than/IN $/$ 10,0
*-126/-NONE- receives/VBZ |     more/RBR->JJR      | than/IN $/$ 10,000/CD *U*
/IN one/CD or/CC more/JJR |    related/VBN->JJ     | transactions/NNS ``/`` in
or/CC more/JJR related/JJ |  transactions/NN->NNS  | ``/`` in/IN the/DT course
NN on/IN a/DT document/NN |     known/NN->VBN      | */-NONE- as/IN Form/NN 83
           The/DT form/NN |      asks/NN->VBZ      | for/IN such/JJ details/NN
ent/NN 's/POS name/NN ,/, |     Social/NN->NNP     | Security/NNP number/NN ,/
OS name/NN ,/, Social/NNP |    Security/NN->NNP    | number/NN ,/, passport/NN
tails/NNS about/IN the/DT |    services/NN->NNS    | provided/VBN */-NONE- for
 form/NN had/VBD been/VBN |   punishable/NN->JJ    | as/IN a/DT misdemeanor/NN
,/, when/WRB Congress/NNP |  determined/VBN->VBD   | that/IN the/DT crime/NN w
NN was/VBD a/DT felony/NN |   punishable/NN->JJ    | by/IN up/IN to/TO 10/CD y
ny/NN punishable/JJ by/IN |       up/RP->IN        | to/TO 10/CD years/NNS in/
                          |   Attorneys/NN->NNS    | have/VBP argued/VBN since
   Attorneys/NNS have/VBP |     argued/NN->VBN     | since/IN 1985/CD ,/, when
IN they/PRP can/MD not/RB |    provide/VBP->VB     | information/NN about/IN c
out/IN clients/NNS who/WP |   *T*-127/NN->-NONE-   | do/VBP n't/RB wish/VB the
-127/-NONE- do/VBP n't/RB |      wish/NN->VB       | their/PRP$ identities/NNS
n't/RB wish/VB their/PRP$ |   identities/NN->NNS   | to/TO be/VB known/VBN *-3
dentities/NNS to/TO be/VB |     known/NN->VBN      | *-3/-NONE- ./.
                          |      Many/NN->JJ       | attorneys/NNS have/VBP re
                  Many/JJ |   attorneys/NN->NNS    | have/VBP returned/VBN inc
JJ attorneys/NNS have/VBP |    returned/NN->VBN    | incomplete/JJ forms/NNS t
eturned/VBN incomplete/JJ |     forms/NN->NNS      | to/TO the/DT IRS/NNP in/I
JJ forms/NNS to/TO the/DT |      IRS/NN->NNP       | in/IN recent/JJ years/NNS
 years/NNS ,/, *-1/-NONE- |     citing/NN->VBG     | attorney-client/JJ privil
,/, *-1/-NONE- citing/VBG | attorney-client/NN->JJ | privilege/NN ./.
ast/JJ week/NN ,/, the/DT |      IRS/NN->NNP       | rarely/RB acted/VBD on/IN
eek/NN ,/, the/DT IRS/NNP |     rarely/NN->RB      | acted/VBD on/IN the/DT in
 the/DT IRS/NNP rarely/RB |     acted/NN->VBD      | on/IN the/DT incomplete/J
n/IN the/DT incomplete/JJ |     forms/NN->NNS      | ./.
/VBZ a/DT lawyer/NN to/TO |     become/VBN->VB     | ,/, in/IN effect/NN ,/, a
/'' said/VBD *T*-1/-NONE- |      Neal/NN->NNP      | R./NNP Sonnett/NNP ,/, pr
-1/-NONE- Neal/NNP R./NNP |    Sonnett/NN->NNP     | ,/, president/NN of/IN th
NNP Association/NNP of/IN |    Criminal/NN->NNP    | Defense/NNP Lawyers/NNPS 
on/NNP of/IN Criminal/NNP |    Defense/NN->NNP     | Lawyers/NNPS ./.
 Criminal/NNP Defense/NNP |    Lawyers/NN->NNPS    | ./.
             ``/`` The/DT |      IRS/NN->NNP       | is/VBZ asking/VBG lawyers
IRS/NNP is/VBZ asking/VBG |    lawyers/NN->NNS     | *-1/-NONE- to/TO red-flag
yers/NNS *-1/-NONE- to/TO |    red-flag/NN->VB     | a/DT criminal/JJ problem/
E- to/TO red-flag/VB a/DT |    criminal/NN->JJ     | problem/NN to/TO the/DT g
, ''/'' added/VBD Mr./NNP |    Sonnett/NN->NNP     | ,/, a/DT Miami/NNP lawyer
/NNP Sonnett/NNP ,/, a/DT |     Miami/NN->NNP      | lawyer/NN who/WP *T*-128/
iami/NNP lawyer/NN who/WP |   *T*-128/NN->-NONE-   | has/VBZ heard/VBN from/IN
WP *T*-128/-NONE- has/VBZ |     heard/VBD->VBN     | from/IN dozens/NNS of/IN 
has/VBZ heard/VBN from/IN |     dozens/NN->NNS     | of/IN attorneys/NNS who/W
 from/IN dozens/NNS of/IN |   attorneys/NN->NNS    | who/WP *T*-129/-NONE- rec
f/IN attorneys/NNS who/WP |   *T*-129/NN->-NONE-   | received/VBD letters/NNS 
NNS who/WP *T*-129/-NONE- |   received/VBN->VBD    | letters/NNS in/IN recent/
*-129/-NONE- received/VBD |    letters/NN->NNS     | in/IN recent/JJ days/NNS 
J days/NNS and/CC has/VBZ |    himself/NN->PRP     | received/VBD the/DT compu
nd/CC has/VBZ himself/PRP |   received/VBN->VBD    | the/DT computer-generated
f/PRP received/VBD the/DT | computer-generated/NN->JJ | IRS/NNP forms/NNS sent/VB
/DT computer-generated/JJ |      IRS/NN->NNP       | forms/NNS sent/VBN */-NON
uter-generated/JJ IRS/NNP |     forms/NN->NNS      | sent/VBN */-NONE- by/IN c
ated/JJ IRS/NNP forms/NNS |      sent/NN->VBN      | */-NONE- by/IN certified/
S sent/VBN */-NONE- by/IN |    certified/NN->JJ    | mail/NN ./.
                  Mr./NNP |    Sonnett/NN->NNP     | said/VBD that/IN clients/
hat/IN clients/NNS who/WP |   *T*-130/NN->-NONE-   | pay/VBP cash/NN may/MD in
NNS who/WP *T*-130/-NONE- |      pay/VB->VBP       | cash/NN may/MD include/VB
E- pay/VBP cash/NN may/MD |    include/VBP->VB     | alleged/VBN drug/NN deale
cash/NN may/MD include/VB |    alleged/NN->VBN     | drug/NN dealers/NNS who/W
rug/NN dealers/NNS who/WP |   *T*-131/NN->-NONE-   | do/VBP n't/RB have/VB dom
ve/VB domestic/JJ bank/NN |   accounts/VBZ->NNS    | ./.
                 These/DT |  individuals/NN->NNS   | may/MD not/RB necessarily
viduals/NNS may/MD not/RB |   necessarily/NN->RB   | be/VB under/IN investigat
tion/NN when/WRB they/PRP |      hire/NN->VBP      | lawyers/NNS *T*-1/-NONE- 
hen/WRB they/PRP hire/VBP |    lawyers/NN->NNS     | *T*-1/-NONE- ./.
                  Mr./NNP |    Sonnett/NN->NNP     | said/VBD 0/-NONE- there/E
/RB may/MD be/VB other/JJ | circumstances/NN->NNS  | under/IN which/WDT indivi
es/NNS under/IN which/WDT |  individuals/NN->NNS   | would/MD n't/RB want/VB t
he/DT government/NN to/TO |      know/VBP->VB      | 0/-NONE- they/PRP had/VBD
0/-NONE- they/PRP had/VBD |    retained/NN->VBN    | criminal/JJ defense/NN la
/PRP had/VBD retained/VBN |    criminal/NN->JJ     | defense/NN lawyers/NNS *T
BN criminal/JJ defense/NN |    lawyers/NN->NNS     | *T*-1/-NONE- ./.
                 */-NONE- |    Filling/NN->VBG     | out/RP detailed/JJ forms/
     */-NONE- Filling/VBG |       out/IN->RP       | detailed/JJ forms/NNS abo
-NONE- Filling/VBG out/RP |    detailed/NN->JJ     | forms/NNS about/IN these/
ng/VBG out/RP detailed/JJ |     forms/NN->NNS      | about/IN these/DT individ
rms/NNS about/IN these/DT |  individuals/NN->NNS   | would/MD tip/VB the/DT IR
 individuals/NNS would/MD |       tip/NN->VB       | the/DT IRS/NNP off/RP and
NS would/MD tip/VB the/DT |      IRS/NN->NNP       | off/RP and/CC spark/VB ac
/DT IRS/NNP off/RP and/CC |      spark/NN->VB      | action/NN against/IN the/
        The/DT defense/NN |    lawyers/NN->NNS     | '/POS group/NN formed/VBD
DT defense/NN lawyers/NNS |       '/''->POS        | group/NN formed/VBD a/DT 
awyers/NNS '/POS group/NN |     formed/NN->VBD     | a/DT task/NN force/NN *IC
NONE- this/DT week/NN ,/, |    chaired/NN->VBN     | */-NONE- by/IN New/NNP Yo
/NNP York/NNP attorney/NN |     Gerald/NN->NNP     | Lefcourt/NNP ,/, 0/-NONE-
NP attorney/NN Gerald/NNP |    Lefcourt/NN->NNP    | ,/, 0/-NONE- *T*-2/-NONE-
-NONE- *T*-2/-NONE- to/TO |      deal/NN->VB       | with/IN the/DT matter/NN 
                   The/DT |    American/JJ->NNP    | Bar/NNP Association/NNP '
      The/DT American/NNP |      Bar/NN->NNP       | Association/NNP 's/POS Ho
NP 's/POS House/NNP of/IN |   Delegates/NN->NNPS   | passed/VBD a/DT resolutio
/NNP of/IN Delegates/NNPS |     passed/NN->VBD     | a/DT resolution/NN *ICH*-
H*-1/-NONE- in/IN 1985/CD |   condemning/NN->VBG   | the/DT IRS/NNP reporting/
/CD condemning/VBG the/DT |      IRS/NN->NNP       | reporting/NN requirement/
emning/VBG the/DT IRS/NNP |   reporting/VBG->NN    | requirement/NN ./.
York/NNP lawyer/NN who/WP |   *T*-132/NN->-NONE-   | heads/VBZ the/DT ABA/NNP 
2/-NONE- heads/VBZ the/DT |      ABA/NN->NNP       | 's/POS grand/JJ jury/NN c
VBZ the/DT ABA/NNP 's/POS |      grand/NN->JJ      | jury/NN committee/NN ,/, 
e/NN ,/, said/VBD that/IN |    lawyers/NN->NNS     | are/VBP prohibited/VBN *-
at/IN lawyers/NNS are/VBP |   prohibited/NN->VBN   | *-1/-NONE- by/IN the/DT A
N *-1/-NONE- by/IN the/DT |      ABA/NN->NNP       | 's/POS code/NN of/IN ethi
/NNP 's/POS code/NN of/IN |     ethics/NN->NNS     | from/IN *-1/-NONE- disclo
cs/NNS from/IN *-1/-NONE- |   disclosing/NN->VBG   | information/NN about/IN a
N where/WRB a/DT court/NN |    orders/NNS->VBZ     | it/PRP *T*-3/-NONE- or/CC
